	pred_ind	arg_ind	tokenized	label
3043	6	1	The family here ( California ) wanted to fly any family members from there to CA , so they could remain here until things got straightened out down there .	AGENT
3044	8	11	The family here ( California ) wanted to fly any family members from there to CA , so they could remain here until things got straightened out down there .	AGENT
3045	20	18	The family here ( California ) wanted to fly any family members from there to CA , so they could remain here until things got straightened out down there .	AGENT
3046	25	23	The family here ( California ) wanted to fly any family members from there to CA , so they could remain here until things got straightened out down there .	PATIENT
3047	2	1	The hope was that anyone looking for the Aunt would see the family post and know that help was available .	INSTRUMENT
3048	2	1	What I heard was the Mayor of New Orleans , saying that he did n't order the buses or anything else to be used because he was waiting on someone else to tell him what to do .	AGENT
3049	3	0	What I heard was the Mayor of New Orleans , saying that he did n't order the buses or anything else to be used because he was waiting on someone else to tell him what to do .	INSTRUMENT
3050	15	12	What I heard was the Mayor of New Orleans , saying that he did n't order the buses or anything else to be used because he was waiting on someone else to tell him what to do .	AGENT
3051	15	17	What I heard was the Mayor of New Orleans , saying that he did n't order the buses or anything else to be used because he was waiting on someone else to tell him what to do .	NONE
3052	27	25	What I heard was the Mayor of New Orleans , saying that he did n't order the buses or anything else to be used because he was waiting on someone else to tell him what to do .	AGENT
3053	8	7	About 30 seconds into his address , he started flogging the terrorist issue just one more time .	AGENT
3054	9	12	About 30 seconds into his address , he started flogging the terrorist issue just one more time .	INSTRUMENT
3055	1	0	I guess if you have a schtick that is a resounding success once , you ca n't help but trot it out every time your act is going sour .	AGENT
3056	19	20	I guess if you have a schtick that is a resounding success once , you ca n't help but trot it out every time your act is going sour .	INSTRUMENT
3057	5	1	The gall of it all is that Bush is stumping for more money to build more refineries , when what he should do is pour money into making the US independent of OPEC or crude oil all together .	NONE
3058	9	7	The gall of it all is that Bush is stumping for more money to build more refineries , when what he should do is pour money into making the US independent of OPEC or crude oil all together .	AGENT
3059	14	16	The gall of it all is that Bush is stumping for more money to build more refineries , when what he should do is pour money into making the US independent of OPEC or crude oil all together .	PATIENT
3060	24	25	The gall of it all is that Bush is stumping for more money to build more refineries , when what he should do is pour money into making the US independent of OPEC or crude oil all together .	FORCES
3061	6	2	As a result , your finances improve - and your newfound confidence could attract new love into your life .	NONE
3062	6	5	As a result , your finances improve - and your newfound confidence could attract new love into your life .	PATIENT
3063	13	11	As a result , your finances improve - and your newfound confidence could attract new love into your life .	FORCES
3064	13	15	As a result , your finances improve - and your newfound confidence could attract new love into your life .	FORCES
3065	5	1	These leaps and bounds forward include love and creativity .	FORCES
3066	5	6	These leaps and bounds forward include love and creativity .	FORCES
3067	1	4	There 's so much punch packed into this combination that it 's almost scary .	FORCES
3068	1	0	2005 sees you expanding your intuitive and psychic skills even more , Aquarius .	FORCES
3069	3	2	2005 sees you expanding your intuitive and psychic skills even more , Aquarius .	AGENT
3070	3	8	2005 sees you expanding your intuitive and psychic skills even more , Aquarius .	FORCES
3071	5	1	The mysteries of the universe continue to attract and intrigue you , as you apply your mystical awareness to the important decisions upcoming in your life , especially concerning partnerships of all kinds .	FORCES
3072	7	10	The mysteries of the universe continue to attract and intrigue you , as you apply your mystical awareness to the important decisions upcoming in your life , especially concerning partnerships of all kinds .	AGENT
3073	14	13	The mysteries of the universe continue to attract and intrigue you , as you apply your mystical awareness to the important decisions upcoming in your life , especially concerning partnerships of all kinds .	AGENT
3074	14	17	The mysteries of the universe continue to attract and intrigue you , as you apply your mystical awareness to the important decisions upcoming in your life , especially concerning partnerships of all kinds .	INSTRUMENT
3075	2	1	""" Success comes before work "" only in the dictionary"	NONE
3076	2	4	""" Success comes before work "" only in the dictionary"	NONE
3077	2	9	""" Success comes before work "" only in the dictionary"	NONE
3078	5	3	The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )	PATIENT
3079	5	11	The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )	MANNER
3080	15	14	The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )	AGENT
3081	15	18	The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )	PATIENT
3082	19	21	The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )	PATIENT
3083	8	2	Like William Shakspere RAPHAEL ( the painter ) died on his April birthday Laura & Bridget 's day :	NONE
3084	8	3	Like William Shakspere RAPHAEL ( the painter ) died on his April birthday Laura & Bridget 's day :	AGENT
3085	8	12	Like William Shakspere RAPHAEL ( the painter ) died on his April birthday Laura & Bridget 's day :	NONE
3086	11	3	<< Upon the sixth of April , Alexander the Great was born .	NONE
3087	11	7	<< Upon the sixth of April , Alexander the Great was born .	PATIENT
3088	5	3	Upon the same day he conquered Darius , won a great victory at sea , & died the same day .	NONE
3089	5	4	Upon the same day he conquered Darius , won a great victory at sea , & died the same day .	AGENT
3090	5	6	Upon the same day he conquered Darius , won a great victory at sea , & died the same day .	PATIENT
3091	8	11	Upon the same day he conquered Darius , won a great victory at sea , & died the same day .	NONE
3092	7	2	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .	AGENT
3093	7	8	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .	INSTRUMENT
3094	7	10	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .	NONE
3095	26	25	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .	AGENT
3096	38	35	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .	INSTRUMENT
3097	45	44	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .	AGENT
3098	45	48	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .	PATIENT
3099	53	52	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .	AGENT
3100	3	1	"In 1594 PEREZ wrote & published a book under the assumed name of "" RAPHAEL PEREGRINO . """	NONE
3101	3	2	"In 1594 PEREZ wrote & published a book under the assumed name of "" RAPHAEL PEREGRINO . """	AGENT
3102	3	7	"In 1594 PEREZ wrote & published a book under the assumed name of "" RAPHAEL PEREGRINO . """	PATIENT
3103	3	11	"In 1594 PEREZ wrote & published a book under the assumed name of "" RAPHAEL PEREGRINO . """	NONE
3104	7	5	The 69 year old Dr. Lopez was found guilty and was summarily hung and quartered on June 7 , 1594 at Tyburn .	AGENT
3105	17	3	"Lopez 's 1561 book "" Libro de la invencion liberal y arte del Juego del Acedraz "" became THE classic on Chess openings , including the one that bears his name ."	FORCES
3106	28	26	"Lopez 's 1561 book "" Libro de la invencion liberal y arte del Juego del Acedraz "" became THE classic on Chess openings , including the one that bears his name ."	FORCES
3107	28	30	"Lopez 's 1561 book "" Libro de la invencion liberal y arte del Juego del Acedraz "" became THE classic on Chess openings , including the one that bears his name ."	INSTRUMENT
3108	4	1	1574 Boi and Leonardo beat Lopez & Ceron in presence of Phillip II .	AGENT
3109	4	5	1574 Boi and Leonardo beat Lopez & Ceron in presence of Phillip II .	AGENT
3110	4	9	1574 Boi and Leonardo beat Lopez & Ceron in presence of Phillip II .	NONE
3111	2	1	1575 Leonardo beats Ruy Lopez in Madrid .	AGENT
3112	2	4	1575 Leonardo beats Ruy Lopez in Madrid .	AGENT
3113	2	6	1575 Leonardo beats Ruy Lopez in Madrid .	NONE
3114	10	12	"<< "" I have told you , friend , "" said the curate , "" that this is done to divert our idle thoughts ; and as in well - ordered states games of CHESS , fives , and billiards are allowed for the diversion of those who do not care , or are not obliged , or are unable to work , so books of this kind are allowed to be printed , on the supposition that , what indeed is the truth , there can be nobody so ignorant as to take any of them for true stories ; >>"	AGENT
3115	20	23	"<< "" I have told you , friend , "" said the curate , "" that this is done to divert our idle thoughts ; and as in well - ordered states games of CHESS , fives , and billiards are allowed for the diversion of those who do not care , or are not obliged , or are unable to work , so books of this kind are allowed to be printed , on the supposition that , what indeed is the truth , there can be nobody so ignorant as to take any of them for true stories ; >>"	AGENT
3116	41	32	"<< "" I have told you , friend , "" said the curate , "" that this is done to divert our idle thoughts ; and as in well - ordered states games of CHESS , fives , and billiards are allowed for the diversion of those who do not care , or are not obliged , or are unable to work , so books of this kind are allowed to be printed , on the supposition that , what indeed is the truth , there can be nobody so ignorant as to take any of them for true stories ; >>"	INSTRUMENT
3117	50	46	"<< "" I have told you , friend , "" said the curate , "" that this is done to divert our idle thoughts ; and as in well - ordered states games of CHESS , fives , and billiards are allowed for the diversion of those who do not care , or are not obliged , or are unable to work , so books of this kind are allowed to be printed , on the supposition that , what indeed is the truth , there can be nobody so ignorant as to take any of them for true stories ; >>"	NONE
3118	69	64	"<< "" I have told you , friend , "" said the curate , "" that this is done to divert our idle thoughts ; and as in well - ordered states games of CHESS , fives , and billiards are allowed for the diversion of those who do not care , or are not obliged , or are unable to work , so books of this kind are allowed to be printed , on the supposition that , what indeed is the truth , there can be nobody so ignorant as to take any of them for true stories ; >>"	INSTRUMENT
3119	6	8	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	AGENT
3120	14	13	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	INSTRUMENT
3121	26	25	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	AGENT
3122	26	27	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	PATIENT
3123	43	39	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	AGENT
3124	60	59	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	PATIENT
3125	63	62	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	FORCES
3126	63	64	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	PATIENT
3127	70	68	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	INSTRUMENT
3128	70	71	"<< "" Well then , "" said Don Quixote , "" the same thing happens in the comedy and life of this world , where some play emperors , others popes , and , in short , all the characters that can be brought into a play ; but when it is over , that is to say when life ends , death strips them all of the garments that distinguish one from the other , and all are equal in the grave . """	AGENT
3129	6	7	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """	AGENT
3130	18	16	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """	AGENT
3131	18	19	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """	INSTRUMENT
3132	45	44	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """	PATIENT
3133	60	58	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """	FORCES
3134	64	61	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """	FORCES
3135	83	84	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """	AGENT
3136	3	1	""" Thou art growing less doltish and more shrewd every day , Sancho , "" said Don Quixote ."	AGENT
3137	15	17	""" Thou art growing less doltish and more shrewd every day , Sancho , "" said Don Quixote ."	AGENT
3138	4	5	""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>"	AGENT
3139	18	12	""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>"	NONE
3140	36	38	""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>"	PATIENT
3141	41	40	""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>"	AGENT
3142	41	42	""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>"	PATIENT
3143	44	45	""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>"	PATIENT
3144	8	3	The highly coloured lithograph of the Faithful Hero seemed to look dimly , in the light of one candle , at the man with no faith in anything except the truth of his own sensations .	INSTRUMENT
3145	1	0	I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .	AGENT
3146	22	20	I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .	PATIENT
3147	22	24	I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .	INSTRUMENT
3148	40	36	I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .	INSTRUMENT
3149	3	2	""" But everything went wrong with us ."	FORCES
3150	3	6	""" But everything went wrong with us ."	MANNER
3151	4	0	He and his master dragged me to my room and held judgment upon me as a convicted traitress .	AGENT
3152	4	5	He and his master dragged me to my room and held judgment upon me as a convicted traitress .	NONE
3153	4	8	He and his master dragged me to my room and held judgment upon me as a convicted traitress .	NONE
3154	10	11	He and his master dragged me to my room and held judgment upon me as a convicted traitress .	INSTRUMENT
3155	2	1	But they determined to get rid forever of Garcia .	AGENT
3156	1	0	I swear that he might have twisted it off had I understood what it would mean to Garcia .	AGENT
3157	6	3	I swear that he might have twisted it off had I understood what it would mean to Garcia .	AGENT
3158	6	7	I swear that he might have twisted it off had I understood what it would mean to Garcia .	PATIENT
3159	11	10	I swear that he might have twisted it off had I understood what it would mean to Garcia .	AGENT
3160	11	12	I swear that he might have twisted it off had I understood what it would mean to Garcia .	FORCES
3161	1	0	Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .	AGENT
3162	1	3	Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .	FORCES
3163	7	3	Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .	NONE
3164	7	5	Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .	AGENT
3165	9	10	Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .	PATIENT
3166	1	0	I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .	AGENT
3167	5	2	I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .	AGENT
3168	14	13	I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .	PATIENT
3169	16	17	I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .	PATIENT
3170	21	20	I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .	AGENT
3171	3	2	The Rock revolution happened in the Sixties ( 6 , number of the Beast ) .	NONE
3172	3	6	The Rock revolution happened in the Sixties ( 6 , number of the Beast ) .	NONE
3173	3	2	The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .	FORCES
3174	3	6	The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .	NONE
3175	8	6	The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .	FORCES
3176	8	10	The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .	FORCES
3177	25	2	"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays ."	NONE
3178	25	13	"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays ."	PATIENT
3179	25	27	"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays ."	PATIENT
3180	25	31	"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays ."	NONE
3181	39	36	"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays ."	INSTRUMENT
3182	39	42	"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays ."	FORCES
3183	6	1	From then on , the Beatles began to get involved in false religions and to preach them to the world .	NONE
3184	6	5	From then on , the Beatles began to get involved in false religions and to preach them to the world .	NONE
3185	15	16	From then on , the Beatles began to get involved in false religions and to preach them to the world .	FORCES
3186	4	3	"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations ."	INSTRUMENT
3187	10	9	"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations ."	AGENT
3188	10	12	"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations ."	INSTRUMENT
3189	21	23	"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations ."	FORCES
3190	34	30	"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations ."	PATIENT
3191	0	2	"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" ."	AGENT
3192	12	9	"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" ."	INSTRUMENT
3193	12	18	"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" ."	INSTRUMENT
3194	7	3	"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin ."	NONE
3195	7	6	"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin ."	AGENT
3196	7	12	"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin ."	MANNER
3197	7	15	"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin ."	NONE
3198	47	36	"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin ."	AGENT
3199	3	2	"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."	AGENT
3200	13	12	"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."	AGENT
3201	13	15	"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."	FORCES
3202	34	36	"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."	INSTRUMENT
3203	44	42	"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."	AGENT
3204	50	48	"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."	AGENT
